geoid,name,longitude,latitude,pop_with_access
105164,"Belk, AL",-87.92861020000001,33.651640500000006,184
105188,"Bellamy, AL",-88.1314811,32.4636582,185
105212,"Belle Fontaine, AL",-88.10593990000001,30.4894922,589
105692,"Benton, AL",-86.81754559999999,32.307930600000006,5
105812,"Berlin, AL",-86.74361809999999,34.195395700000006,342
105932,"Berry, AL",-87.609311,33.6667018,667
105980,"Bessemer, AL",-86.97152220000001,33.3708576,25877
107000,"Birmingham, AL",-86.79703559999999,33.5271744,210653
107120,"Black, AL",-85.7444199,31.009770399999997,19
107456,"Blountsville, AL",-86.5839177,34.0758377,1691
107588,"Blue Ridge, AL",-86.1824364,32.4989004,952
107672,"Blue Springs, AL",-85.5035265,31.6635156,35
107912,"Boaz, AL",-86.1551515,34.199020399999995,8575
108248,"Bon Air, AL",-86.3271475,33.259370399999995,82
108272,"Bon Secour, AL",-87.7243898,30.3182457,866
109016,"Brantley, AL",-86.25678359999999,31.5819924,782
109064,"Brantleyville, AL",-86.8825215,33.219303499999995,870
109208,"Brewton, AL",-87.0765833,31.1091749,4177
109328,"Bridgeport, AL",-85.7237654,34.9493119,2128
109400,"Brighton, AL",-86.94540409999999,33.439551,2980
109424,"Brilliant, AL",-87.7690468,34.025670500000004,895
109457,"Bristow Cove, AL",-86.24099340000001,34.109215999999996,571
109500,"Brook Highland, AL",-86.68487979999999,33.440378499999994,7034
109736,"Brookside, AL",-86.9063142,33.6346166,931
109808,"Brookwood, AL",-87.33148800000001,33.2398424,1965
109880,"Broomtown, AL",-85.53211230000001,34.3657277,181
110240,"Brundidge, AL",-85.8175502,31.7176386,2124
111032,"Butler, AL",-88.2107807,32.0964794,1488
111416,"Calera, AL",-86.7456439,33.122319399999995,11743
111488,"Calvert, AL",-88.0215495,31.149897999999997,9
111512,"Camden, AL",-87.2889498,31.9984934,1606
111680,"Camp Hill, AL",-85.6558335,32.7973267,1009
112016,"Carbon Hill, AL",-87.52207779999999,33.894991,2012
112040,"Cardiff, AL",-86.93063659999999,33.6472903,56
112070,"Carlisle-Rockledge, AL",-86.1240725,34.114450500000004,2093
112112,"Carlton, AL",-87.835666,31.3485713,39
112160,"Carolina, AL",-86.5210009,31.234149900000002,283
112304,"Carrollton, AL",-88.0950712,33.261903499999995,862
112760,"Cedar Bluff, AL",-85.58856540000001,34.2214223,1117
113264,"Center Point, AL",-86.6845668,33.6439031,16917
113648,"Centre, AL",-85.6716834,34.1530593,2067
114008,"Chatom, AL",-88.2460188,31.4691454,549
114104,"Chelsea, AL",-86.6295188,33.326887,6089
114152,"Cherokee, AL",-87.96558909999999,34.7577002,1039
114392,"Chickasaw, AL",-88.07969709999999,30.7714495,6007
114464,"Childersburg, AL",-86.3408438,33.2925489,4405
114728,"Choccolocco, AL",-85.70719100000001,33.667727500000005,1241
114968,"Chunchula, AL",-88.2082,30.927194099999998,25
115064,"Citronelle, AL",-88.2498429,31.097268800000002,2962
115136,"Clanton, AL",-86.6194937,32.845572499999996,3611
115256,"Clay, AL",-86.6081819,33.696583200000006,9227
115304,"Clayhatchee, AL",-85.72147779999999,31.236925,594
115376,"Clayton, AL",-85.4604536,31.8822767,118
115472,"Cleveland, AL",-86.5613518,34.0021791,1313
115640,"Clio, AL",-85.6110391,31.7085157,1306
116000,"Coaling, AL",-87.3498873,33.16990139999999,1605
116080,"Coats Bend, AL",-85.87460159999999,34.0732735,1344
116240,"Coffee Springs, AL",-85.9108977,31.1658359,180
116312,"Coker, AL",-87.68132920000001,33.2437518,716
116600,"Collinsville, AL",-85.86860970000001,34.2672242,1554
116744,"Columbia, AL",-85.1102016,31.295351399999998,1
116768,"Columbiana, AL",-86.6156184,33.1914517,2810
116936,"Concord, AL",-87.0404293,33.4619875,1500
117176,"Coosada, AL",-86.3265431,32.4953941,859
117368,"Cordova, AL",-87.1994156,33.7617881,2085
117704,"Cottondale, AL",-87.4548608,33.1930468,3035
117824,"Cottonwood, AL",-85.2995597,31.054033299999997,144
117968,"County Line, AL",-86.7194667,33.8207245,69
118088,"Cowarts, AL",-85.30976899999999,31.206248100000003,1227
118304,"Creola, AL",-88.0095357,30.874249100000004,957
118856,"Crossville, AL",-85.99973680000001,34.2826972,1767
118952,"Cuba, AL",-88.374798,32.4407329,13
118976,"Cullman, AL",-86.8406556,34.1768698,14725
119024,"Cullomburg, AL",-88.29177440000001,31.713061,79
119216,"Cusseta, AL",-85.3057688,32.7876374,116
119336,"Dadeville, AL",-85.7762009,32.826113899999996,2948
119360,"Daleville, AL",-85.71171109999999,31.2915332,3228
119648,"Daphne, AL",-87.8839916,30.627701899999998,23135
119744,"Dauphin Island, AL",-88.1712682,30.250913399999995,57
119816,"Daviston, AL",-85.63432850000001,33.0568385,32
120008,"Deatsville, AL",-86.38905859999998,32.5890438,1046
120104,"Decatur, AL",-86.98990079999999,34.57299520000001,40644
120272,"Delta, AL",-85.6759051,33.4405242,110
120296,"Demopolis, AL",-87.826678,32.4997443,14
120392,"Detroit, AL",-88.16783079999999,34.0273794,168
120955,"Dodge City, AL",-86.88552390000001,34.0432753,546
121136,"Dora, AL",-87.08129170000001,33.7281156,1079
121184,"Dothan, AL",-85.4068225,31.2336983,24966
121280,"Double Springs, AL",-87.38944709999998,34.1496478,674
121328,"Douglas, AL",-86.3233857,34.1682576,773
121448,"Dozier, AL",-86.3692352,31.5054066,312
121890,"Dunnavant, AL",-86.5404806,33.4950107,1202
121952,"Dutton, AL",-85.9118498,34.6061524,178
122088,"Eagle Point, AL",-86.6767527,33.400911699999995,2489
122216,"East Brewton, AL",-87.05534499999999,31.0914404,2226
122504,"East Point, AL",-86.7918995,34.1908799,140
122816,"Eclectic, AL",-86.0410625,32.640222200000004,986
123032,"Edgewater, AL",-86.9527897,33.5300993,866
123176,"Edwardsville, AL",-85.4141243,33.8837398,1
123224,"Egypt, AL",-86.1650536,34.0759381,836
123296,"Elba, AL",-86.0771151,31.417218,4122
123320,"Elberta, AL",-87.59572929999999,30.3737534,1447
123344,"Eldridge, AL",-87.6201082,33.922017700000005,119
123488,"Elkmont, AL",-86.9769708,34.932604100000006,561
123656,"Elmore, AL",-86.3410246,32.5566058,1109
123880,"Emerald Mountain, AL",-86.0943808,32.447694,2442
124184,"Enterprise, AL",-85.8440213,31.3268985,25424
124280,"Equality, AL",-86.12318470000001,32.7656589,115
124472,"Ethelsville, AL",-88.2160933,33.414066399999996,66
124568,"Eufaula, AL",-85.1527087,31.9099374,8363
124616,"Eunola, AL",-85.8339663,31.0313906,244
124664,"Eutaw, AL",-87.9003315,32.8462465,67
124688,"Eva, AL",-86.76531820000001,34.3265045,449
124808,"Evergreen, AL",-86.9760809,31.433215999999998,1603
124880,"Excel, AL",-87.34366329999999,31.426386100000002,679
125120,"Fairfield, AL",-86.91941290000001,33.4747785,11274
125240,"Fairhope, AL",-87.879122,30.52092,17172
125384,"Fairview, AL",-86.6777238,34.2501953,448
125648,"Falkville, AL",-86.90954740000001,34.3770191,1282
125840,"Fayette, AL",-87.83116899999999,33.694215299999996,1329
125864,"Fayetteville, AL",-86.4427744,33.168096999999996,184
126152,"Fitzpatrick, AL",-85.8736932,32.2103774,86
126824,"Flomaton, AL",-87.2560158,31.014815600000002,842
126848,"Florala, AL",-86.3181523,31.0223906,1902
126896,"Florence, AL",-87.6661386,34.8303226,37192
126992,"Foley, AL",-87.66421109999999,30.3970092,9340
127088,"Forestdale, AL",-86.9000467,33.5737011,10125
127520,"Fort Deposit, AL",-86.56635859999999,31.9862606,966
127616,"Fort Payne, AL",-85.68944690000001,34.4573293,6739
127640,"Fort Rucker, AL",-85.7160719,31.342575800000002,2827
128024,"Franklin, AL",-85.7854099,32.4526927,466
128312,"Frisco City, AL",-87.4041818,31.439484999999998,1285
128408,"Fruitdale, AL",-88.41093670000001,31.349790399999996,101
128552,"Fultondale, AL",-86.80143609999999,33.617363,7646
128672,"Fyffe, AL",-85.905167,34.4489572,1096
128696,"Gadsden, AL",-86.01607829999999,34.0065967,34728
128816,"Gallant, AL",-86.2301709,34.001318100000006,755
128936,"Gantt, AL",-86.4835237,31.410739899999996,194
129032,"Garden City, AL",-86.7490538,34.0146877,413
129056,"Gardendale, AL",-86.8098439,33.6765865,13508
129296,"Gaylesville, AL",-85.56124809999999,34.2674437,197
129464,"Geneva, AL",-85.876818,31.044885700000002,2621
129560,"Georgiana, AL",-86.7467621,31.6391342,1492
129608,"Geraldine, AL",-86.0025792,34.3590869,900
129704,"Gilbertown, AL",-88.3075453,31.8662468,561
129992,"Glencoe, AL",-85.93360559999999,33.9483393,2631
130160,"Glenwood, AL",-86.1736865,31.6712662,190
130496,"Good Hope, AL",-86.86617840000001,34.110329899999996,1228
130640,"Goodwater, AL",-86.0524864,33.060712699999996,1183
130736,"Gordo, AL",-87.90368120000001,33.3222863,1626
130880,"Goshen, AL",-86.1232453,31.720015000000004,277
131024,"Grand Bay, AL",-88.34440090000001,30.472082,1933
131096,"Grant, AL",-86.2604297,34.5181726,959
131348,"Grayson Valley, AL",-86.6416559,33.6466224,5674
131384,"Graysville, AL",-86.9413975,33.633756,1344
131720,"Greensboro, AL",-87.5937002,32.700967999999996,2141
131912,"Greenville, AL",-86.6369515,31.8430722,5471
132056,"Grimes, AL",-85.4502892,31.299875,560
132080,"Grove Hill, AL",-87.7728675,31.698670299999996,1538
132224,"Guin, AL",-87.90236290000001,33.983219500000004,2250
132248,"Gulfcrest, AL",-88.2422312,30.991106199999997,40
132272,"Gulf Shores, AL",-87.7012579,30.2758365,8057
132416,"Guntersville, AL",-86.25232249999999,34.3679473,6819
132440,"Gurley, AL",-86.3743295,34.7024708,1057
132536,"Gu-Win, AL",-87.87037640000001,33.9443303,154
132560,"Hackleburg, AL",-87.83040179999999,34.269355299999994,697
132584,"Hackneyville, AL",-85.9344235,33.0546536,345
132704,"Haleyville, AL",-87.6175738,34.2338324,3266
132848,"Hamilton, AL",-87.9708334,34.138712899999994,3325
132896,"Hammondville, AL",-85.64034840000001,34.566232,476
132968,"Hanceville, AL",-86.76443559999998,34.0640098,2814
133064,"Hanover, AL",-86.20093100000001,33.002922399999996,57
133256,"Harpersville, AL",-86.428431,33.31772539999999,1634
133424,"Hartford, AL",-85.69122490000001,31.105347700000003,2331
133448,"Hartselle, AL",-86.9403642,34.4404338,13079
133472,"Harvest, AL",-86.758643,34.8550699,3357
133640,"Hayden, AL",-86.744224,33.894514,545
133808,"Hazel Green, AL",-86.5673916,34.923655700000005,2201
133856,"Headland, AL",-85.35703079999999,31.354974,2088
133904,"Heath, AL",-86.4690503,31.3448385,122
133976,"Heflin, AL",-85.5693387,33.64739960000001,1717
134024,"Helena, AL",-86.8791769,33.2834239,15946
134096,"Henagar, AL",-85.7309183,34.630640500000005,2368
134480,"Highland Lake, AL",-86.4225527,33.8945865,421
134490,"Highland Lakes, AL",-86.6479203,33.3976107,4232
134984,"Hissop, AL",-86.12960129999999,32.8905684,230
135152,"Hobson City, AL",-85.8461462,33.61880120000001,708
135200,"Hodges, AL",-87.92315970000001,34.334245700000004,108
135392,"Hokes Bluff, AL",-85.8628729,33.9896823,2068
135512,"Hollins, AL",-86.1269672,33.121757099999996,518
135536,"Hollis Crossroads, AL",-85.6528615,33.5313328,15
135560,"Holly Pond, AL",-86.61206740000002,34.1676864,781
135632,"Hollywood, AL",-85.9655793,34.717278799999995,1002
135704,"Holt, AL",-87.4828945,33.229745199999996,3490
135752,"Holtville, AL",-86.32800440000001,32.630299,3976
135800,"Homewood, AL",-86.8096502,33.458549600000005,25232
135896,"Hoover, AL",-86.80557890000001,33.3769487,81335
136088,"Horn Hill, AL",-86.32516319999999,31.2381374,194
136448,"Hueytown, AL",-87.0165645,33.4086036,13643
136592,"Huguley, AL",-85.23963549999999,32.843062100000004,377
137000,"Huntsville, AL",-86.53259890000001,34.7822752,42505
137096,"Hurtsboro, AL",-85.4146703,32.2400898,658
137264,"Hytop, AL",-86.089176,34.896635499999995,431
137312,"Ider, AL",-85.66895840000001,34.7025987,731
137465,"Indian Springs Village, AL",-86.7468559,33.361209,2573
137864,"Irondale, AL",-86.6590824,33.539914399999994,11889
138032,"Ivalee, AL",-86.1471817,34.0372037,879
138152,"Jackson, AL",-87.8911826,31.532320600000002,2796
138248,"Jacksons' Gap, AL",-85.81504620000001,32.8840189,797
138272,"Jacksonville, AL",-85.7552174,33.810066299999995,10174
138416,"Jasper, AL",-87.2702683,33.8560346,12058
138608,"Jemison, AL",-86.73307009999999,32.9707054,1636
139064,"Joppa, AL",-86.5499459,34.2995501,467
139280,"Kansas, AL",-87.5565979,33.9028076,205
139472,"Kellyton, AL",-86.03460820000001,32.9791885,206
139520,"Kennedy, AL",-87.9860342,33.580960100000006,366
139784,"Killen, AL",-87.5293458,34.8609537,972
139856,"Kimberly, AL",-86.800593,33.780311499999996,1359
140072,"Kinsey, AL",-85.3349942,31.296269199999998,1145
140096,"Kinston, AL",-86.1700752,31.2196038,532
140648,"Ladonia, AL",-85.09042290000001,32.4597086,2792
140672,"La Fayette, AL",-85.4007947,32.8994267,2935
140888,"Lakeview, AL",-85.9755734,34.3916754,155
140928,"Lake View, AL",-87.1326535,33.2882658,2022
141296,"Lanett, AL",-85.20776109999998,32.8577677,299
141368,"Langston, AL",-86.09335,34.5450626,116
141968,"Leeds, AL",-86.57144759999998,33.546847,9985
142016,"Leesburg, AL",-85.7778969,34.1786267,709
142160,"Leighton, AL",-87.5242822,34.6936802,40
142472,"Level Plains, AL",-85.7687223,31.3071239,1714
142640,"Lexington, AL",-87.3728296,34.9593505,68
142808,"Libertyville, AL",-86.45695529999999,31.240050099999998,78
142928,"Lillian, AL",-87.420751,30.4189038,841
143120,"Lincoln, AL",-86.1278758,33.5801687,4607
143240,"Linden, AL",-87.79258259999999,32.3013604,1850
143264,"Lineville, AL",-85.752278,33.3128321,1775
143336,"Lipscomb, AL",-86.92610309999999,33.426005100000005,2235
143648,"Littleville, AL",-87.6707387,34.5951318,496
143720,"Livingston, AL",-88.18692929999999,32.595548699999995,2478
143816,"Lockhart, AL",-86.35027290000001,31.0130109,525
143888,"Locust Fork, AL",-86.6470933,33.8767937,1185
144160,"Lookout Mountain, AL",-85.9654638,34.1159156,1576
144344,"Louisville, AL",-85.5583357,31.7810467,519
144536,"Lowndesboro, AL",-86.61084770000001,32.2764216,36
144608,"Loxley, AL",-87.7392128,30.684588199999997,1554
144728,"Luverne, AL",-86.2690815,31.7189412,2716
144800,"Lynn, AL",-87.548643,34.0575911,159
145040,"McCalla, AL",-87.02666020000001,33.3031116,5103
145208,"McDonald Chapel, AL",-86.9384621,33.518575899999995,711
145472,"McIntosh, AL",-88.0283689,31.264957399999997,223
145496,"McKenzie, AL",-86.7259543,31.5464695,492
145640,"McMullen, AL",-88.17574920000001,33.148099800000004,10
145784,"Madison, AL",-86.7622802,34.7105329,40472
145904,"Madrid, AL",-85.39920450000001,31.0356354,333
146072,"Magnolia Springs, AL",-87.77589499999999,30.4034097,881
146264,"Malvern, AL",-85.5229729,31.1436979,1085
146600,"Marbury, AL",-86.46372790000001,32.672984,664
146696,"Margaret, AL",-86.463942,33.6728398,4557
146768,"Marion, AL",-87.31733309999998,32.6319678,11
147728,"Maytown, AL",-87.00004279999999,33.5499544,353
147740,"Meadowbrook, AL",-86.70437340000001,33.395234499999994,9766
147848,"Megargel, AL",-87.4306492,31.3781413,62
148064,"Mentone, AL",-85.589704,34.5632088,291
148112,"Meridianville, AL",-86.5805593,34.8749129,4047
148376,"Midfield, AL",-86.9224109,33.4552699,5367
148400,"Midland City, AL",-85.493686,31.3156886,1535
148424,"Midway, AL",-85.524417,32.0763726,493
148616,"Mignon, AL",-86.2568859,33.1865796,1092
148712,"Millbrook, AL",-86.3739136,32.5014739,14037
148784,"Millerville, AL",-85.929828,33.1914581,147
148808,"Millport, AL",-88.0823817,33.5559349,61
148832,"Millry, AL",-88.3279562,31.621199100000005,288
149072,"Minor, AL",-86.94007309999999,33.5390107,1094
150000,"Mobile, AL",-88.1002261,30.668426,161941
150192,"Monroeville, AL",-87.3277136,31.5162233,4035
150312,"Montevallo, AL",-86.847702,33.1260535,5970
151000,"Montgomery, AL",-86.2673072,32.3485029,102649
151096,"Moody, AL",-86.493786,33.603428799999996,6386
151216,"Moores Mill, AL",-86.5203798,34.852143100000006,4133
151456,"Morris, AL",-86.8007547,33.7462233,1736
151469,"Morrison Crossroads, AL",-85.48828449999999,33.4179963,116
151600,"Moulton, AL",-87.2827067,34.4883021,2416
151648,"Moundville, AL",-87.6275447,32.9965417,2007
151696,"Mountain Brook, AL",-86.73446990000001,33.4914885,20434
152320,"Mount Olive, AL",-86.1330402,33.0784543,352
152344,"Mount Olive, AL",-86.8754901,33.6692856,3332
152608,"Mount Vernon, AL",-88.0131658,31.087727,1490
152680,"Movico, AL",-88.0266191,31.062763399999998,99
152776,"Mulga, AL",-86.97130859999999,33.554903499999995,842
152848,"Munford, AL",-85.956225,33.5262077,1284
153016,"Muscle Shoals, AL",-87.63376140000001,34.7431698,11867
153232,"Nances Creek, AL",-85.6691043,33.8555005,403
153256,"Napier Field, AL",-85.45496159999999,31.314916600000004,353
153400,"Nauvoo, AL",-87.48543959999999,33.9843865,79
153448,"Nectar, AL",-86.62061440000001,33.979778700000004,355
153856,"New Brockton, AL",-85.9190283,31.376709499999997,1235
154168,"New Hope, AL",-86.4123718,34.5379724,3377
154312,"New Market, AL",-86.42581750000001,34.8923348,1873
154432,"New Site, AL",-85.7845357,33.0260412,771
154480,"Newton, AL",-85.5883068,31.3412288,1358
154582,"New Union, AL",-86.22800229999999,34.133682,728
154600,"Newville, AL",-85.33669,31.4206043,500
154696,"Nixburg, AL",-86.10083840000001,32.8554881,261
155152,"North Johns, AL",-87.10072459999999,33.3677685,147
155200,"Northport, AL",-87.5963958,33.2575649,21652
155440,"Notasulga, AL",-85.6685772,32.555409399999995,70
155752,"Oak Grove, AL",-86.30372729999999,33.1903592,286
156400,"Odenville, AL",-86.4233712,33.700875399999994,3605
156472,"Ohatchee, AL",-86.029062,33.78975870000001,1164
157000,"Oneonta, AL",-86.4897933,33.9470381,4897
157024,"Onycha, AL",-86.27602370000001,31.225692699999996,177
157048,"Opelika, AL",-85.3763247,32.661389899999996,25380
157120,"Opp, AL",-86.2574417,31.284375300000004,4457
157144,"Orange Beach, AL",-87.5953711,30.293986600000004,5214
157240,"Orrville, AL",-87.2454472,32.3067685,197
157384,"Our Town, AL",-85.96703470000001,32.8422113,473
157504,"Owens Cross Roads, AL",-86.4550271,34.5854576,2076
157576,"Oxford, AL",-85.8681325,33.5973661,18959
157648,"Ozark, AL",-85.64503470000001,31.4516146,11118
157696,"Paint Rock, AL",-86.3339515,34.6609335,210
157912,"Panola, AL",-88.26226559999999,32.946819399999995,125
158272,"Parrish, AL",-87.2801272,33.7323211,932
158680,"Pea Ridge, AL",-86.937949,33.1338054,871
158848,"Pelham, AL",-86.74219740000001,33.321830199999994,20808
158896,"Pell City, AL",-86.2636337,33.560311799999994,7506
159088,"Perdido Beach, AL",-87.5048001,30.353878700000003,712
159232,"Peterman, AL",-87.26304240000002,31.583668699999997,89
159328,"Petrey, AL",-86.2040072,31.8521599,61
159472,"Phenix City, AL",-85.0250208,32.4616695,33302
159496,"Phil Campbell, AL",-87.70735920000001,34.3515467,1054
159592,"Pickensville, AL",-88.28944320000001,33.2357825,166
159640,"Piedmont, AL",-85.6152672,33.9275571,3607
159760,"Pike Road, AL",-86.1189274,32.2736095,3063
159832,"Pinckard, AL",-85.537836,31.3189885,379
160240,"Pine Hill, AL",-87.5875157,31.9858837,477
160264,"Pine Level, AL",-86.4543181,32.5795393,3715
160372,"Pine Ridge, AL",-85.78383120000001,34.4479151,287
160648,"Pinson, AL",-86.6697408,33.7032913,6725
160720,"Pisgah, AL",-85.84601020000001,34.68436629999999,713
161008,"Pleasant Grove, AL",-86.9781455,33.493968699999996,9824
161038,"Pleasant Groves, AL",-86.1976368,34.7376193,411
161488,"Point Clear, AL",-87.9111321,30.486112199999997,1637
162075,"Powell, AL",-85.8975528,34.532588200000006,928
162328,"Prattville, AL",-86.44940090000001,32.4490416,23057
162472,"Priceville, AL",-86.8821766,34.529583,1810
162496,"Prichard, AL",-88.1314164,30.773337400000003,19625
163216,"Ragland, AL",-86.1359268,33.7483254,1
163288,"Rainbow City, AL",-86.0842282,33.9287768,6637
163336,"Rainsville, AL",-85.8365048,34.494364399999995,5009
163495,"Ray, AL",-86.04525179999999,32.8681408,269
163576,"Red Bay, AL",-88.1365151,34.4360968,2951
163730,"Redland, AL",-86.1437588,32.4814263,3493
163768,"Red Level, AL",-86.606217,31.4067109,470
163912,"Redstone Arsenal, AL",-86.6611715,34.6877633,1145
163984,"Reece City, AL",-86.0344981,34.0772413,532
164040,"Reeltown, AL",-85.81956240000001,32.5742107,747
164104,"Reform, AL",-88.0172973,33.378213800000005,1457
164152,"Rehobeth, AL",-85.4396074,31.1245066,1156
164248,"Remlap, AL",-86.5939407,33.8069723,1895
164368,"Repton, AL",-87.23893100000001,31.4097164,281
164656,"Ridgeville, AL",-86.1028736,34.056929100000005,94
164776,"River Falls, AL",-86.5446094,31.3523975,351
164920,"Riverside, AL",-86.2043575,33.6163941,1136
165016,"Riverview, AL",-87.07753050000001,31.061259999999997,59
165040,"Roanoke, AL",-85.36952640000001,33.1453048,4110
165208,"Robertsdale, AL",-87.7047227,30.557139000000003,5626
165412,"Rock Creek, AL",-87.0812493,33.477227,1459
165472,"Rockford, AL",-86.2083455,32.8968657,412
165592,"Rock Mills, AL",-85.2810698,33.1599402,585
166216,"Rogersville, AL",-87.2840916,34.8277142,276
166408,"Rosa, AL",-86.500325,33.9927555,318
167056,"Russellville, AL",-87.72812259999999,34.5057191,8369
167176,"Rutledge, AL",-86.3020085,31.7240719,464
167536,"St. Florian, AL",-87.62373640000001,34.874098100000005,396
167608,"Saks, AL",-85.8536983,33.7114011,9100
167800,"Samson, AL",-86.046735,31.112417100000002,1931
167920,"Sand Rock, AL",-85.7704157,34.231227600000004,489
168016,"Sanford, AL",-86.3988477,31.2988195,219
168160,"Saraland, AL",-88.0972017,30.85401,11109
168280,"Sardis City, AL",-86.11910400000001,34.1724125,1466
168352,"Satsuma, AL",-88.06338290000001,30.857874100000004,5291
168736,"Scottsboro, AL",-86.0481547,34.644619899999995,9062
169000,"Section, AL",-85.98494170000001,34.58164420000001,765
169120,"Selma, AL",-87.0357021,32.4169832,17363
169180,"Selmont-West Selmont, AL",-87.00689820000001,32.3782489,1877
169240,"Semmes, AL",-88.2201359,30.822357899999997,4006
169648,"Sheffield, AL",-87.6981825,34.757028000000005,9095
169672,"Shelby, AL",-86.5854028,33.106882,992
169840,"Shiloh, AL",-85.8776165,34.4626655,296
169978,"Shoal Creek, AL",-86.6109248,33.4307625,763
170536,"Silverhill, AL",-87.7505567,30.545359499999996,617
170704,"Sipsey, AL",-87.0829179,33.822118599999996,437
170896,"Skyline, AL",-86.1224297,34.7985241,812
171040,"Slocomb, AL",-85.59865970000001,31.112125800000005,1935
171190,"Smiths Station, AL",-85.0810754,32.5071588,5649
171201,"Smoke Rise, AL",-86.8246833,33.8799418,1827
171280,"Snead, AL",-86.39012190000001,34.1157555,812
171496,"Somerville, AL",-86.79120259999999,34.4670528,724
171832,"Southside, AL",-86.01802009999999,33.8908407,5649
171900,"South Vinemont, AL",-86.8639651,34.2355674,781
171976,"Spanish Fort, AL",-87.8659165,30.7229675,7035
172408,"Spring Garden, AL",-85.5557564,33.9729652,241
172600,"Springville, AL",-86.48408609999998,33.7405205,2666
172672,"Spruce Pine, AL",-87.7295968,34.3928704,223
172720,"Standing Rock, AL",-85.23984940000001,33.0856897,164
172816,"Stapleton, AL",-87.79772679999999,30.7355582,1588
172888,"Steele, AL",-86.1921066,33.941378,1101
173056,"Sterrett, AL",-86.4610448,33.4421979,800
173080,"Stevenson, AL",-85.81435,34.8767966,1816
173152,"Stewartville, AL",-86.2606928,33.075531899999994,1582
173272,"Stockton, AL",-87.8739291,31.001245500000003,438
173728,"Sulligent, AL",-88.1266332,33.89118920000001,1791
173848,"Sumiton, AL",-87.0469034,33.749269399999996,1768
173872,"Summerdale, AL",-87.6875613,30.4767413,888
174160,"Susan Moore, AL",-86.4341562,34.0919991,744
174352,"Sylacauga, AL",-86.2747992,33.188669899999994,10189
174400,"Sylvania, AL",-85.8047223,34.5620385,1805
174424,"Sylvan Springs, AL",-87.0311969,33.530230100000004,906
174592,"Talladega, AL",-86.09945429999999,33.431756899999996,11613
174688,"Tallassee, AL",-85.8900797,32.5300197,3971
174976,"Tarrant, AL",-86.76625250000001,33.5928973,6324
175096,"Taylor, AL",-85.47578979999999,31.1688107,1262
175768,"Theodore, AL",-88.1875733,30.538685700000002,4853
175936,"Thomaston, AL",-87.6237059,32.2682775,340
175960,"Thomasville, AL",-87.743024,31.910454700000003,2762
176080,"Thorsby, AL",-86.72033470000001,32.9169092,1317
176208,"Tidmore Bend, AL",-85.92638659999999,34.0331841,1203
176320,"Tillmans Corner, AL",-88.21277950000001,30.581533299999997,16689
176632,"Toxey, AL",-88.309146,31.910711699999997,47
176824,"Triana, AL",-86.7484877,34.587779499999996,845
176872,"Trinity, AL",-87.0813543,34.5974448,1878
176920,"Troy, AL",-85.96712959999999,31.8019595,15049
176944,"Trussville, AL",-86.56323909999999,33.6552328,17248
177256,"Tuscaloosa, AL",-87.5283003,33.234404100000006,85507
177280,"Tuscumbia, AL",-87.7025864,34.7185022,8207
177304,"Tuskegee, AL",-85.6825088,32.4187228,6132
177352,"Twin, AL",-87.8522949,33.9923143,400
177580,"Underwood-Petersville, AL",-87.69815720000001,34.876112400000004,2370
